ID,age,gender,sexualorientation,edu,judge_pic,judge_outfit,judge_job,judge_born,judge_live,judge_car,judge_uni,judge_diet,judge_drink,judge_teeth,judge_posts,judge_grammar,judge_sparetime,judge_total,onenight,friendwb,datingsites,firstdates,seconddates,love,age_virginity,sex_year,sexparters_year,sexparters_life,cheat,whitelie_age,whitelie_divorce,whitelie_kids,whitelie_live,whitelie_job,whitelie_finance,whitelie_interest,whitelie_sexhistory,whitelie_datehistory,whitelie_total
1693,26,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1695,30,1,0,3,1,1,1,1,0,1,0,1,1,1,1,1,1,,yes,yes,3,2,1,1,16,10,1,20,"Yes, I've committed sexual infidelity",0,0,0,1,0,0,0,0,0,1
1702,38,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1703,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,yes,yes,2,2,1,3,16,28,20,200,No,1,0,0,1,0,0,0,0,0,2
1721,30,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,no,no,1,2,1,3,18,25,2,15,"Yes, I've committed emotional infidelity",0,0,0,0,1,0,1,0,0,2
1722,26,1,0,2,0,1,1,0,0,0,0,1,0,1,1,1,1,,no,no,NA,2,2,1,20,1,1,2,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,1,1
1725,38,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,1,,yes,yes,1,2,2,8,16,50,3,25,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1730,36,1,0,3,1,1,1,0,0,1,0,0,0,1,1,1,1,,yes,yes,0,11,9,2,23,15,2,8,No,0,0,0,0,0,0,0,1,1,2
1734,60,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,,yes,yes,0,1,1,3,18,0,NA,54,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
1737,64,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,,no,no,1,2,1,2,21,0,NA,6,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,1,0,0,0,1
1738,63,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,,yes,no,3,1,1,2,19,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
1740,64,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,1,,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1745,43,1,0,2,1,1,1,1,1,1,0,0,1,1,1,1,0,,no,no,2,4,3,1,43,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1758,25,1,0,2,0,1,0,0,1,0,0,0,1,0,1,1,1,,no,no,3,5,4,1,19,100,3,8,No,0,0,0,1,0,0,1,0,0,2
1795,41,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,no,no,NA,1,1,3,13 & under,0,NA,NA,No,0,0,0,1,0,1,0,1,0,3
1797,32,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,0,2,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1798,35,1,0,2,1,1,1,0,0,0,0,0,1,1,1,0,0,,no,no,0,1,1,2,22,0,NA,5,No,1,1,0,0,0,0,0,1,1,4
1801,39,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1802,44,1,0,3,1,1,1,1,0,0,0,0,0,1,0,1,0,,yes,yes,1,1,1,4,17,69,1,25,No,0,0,0,0,0,1,0,0,0,1
1805,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1806,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1819,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,3,15,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1822,38,1,2,1,1,0,0,0,0,0,1,0,1,1,1,1,1,,no,no,1,1,1,0,38,1,1,1,No,0,0,0,0,0,0,0,0,0,0
1836,72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,yes,no,2,11,7,2,20,8,1,10,No,0,0,0,0,0,0,0,0,0,0
1837,74,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,,no,no,0,1,1,1,18,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
1838,47,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1840,39,1,0,2,0,1,0,1,0,0,1,0,0,0,1,1,0,,no,no,0,1,1,1,26,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1845,69,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1866,70,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,,no,no,NA,1,1,3,19,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1869,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,0,1,1,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1872,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1873,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,no,no,0,1,1,2,21,0,NA,10,No,0,0,0,0,0,0,0,0,0,0
1876,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,2,5,3,0,15,5,3,60,No,0,0,0,0,0,1,0,1,1,3
1886,72,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,no,no,NA,1,1,1,16,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1890,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1896,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,yes,yes,NA,1,1,3,18,0,NA,10,No,0,0,0,1,0,1,0,0,0,2
1902,52,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,,yes,yes,4,4,1,2,16,1,1,100,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1915,70,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,3,3,2,8,20,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
1927,72,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,,yes,no,0,2,2,6,16,4,2,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1929,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,3,21,0,NA,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,0,1
1939,38,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,,yes,yes,NA,5,4,2,19,5,5,40,No,0,0,0,0,0,0,0,0,0,0
1947,18,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,NA,NA,4,3,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1950,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1959,35,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,,yes,no,NA,7,5,3,16,37,2,NA,No,0,0,0,0,0,1,1,0,1,3
1974,38,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,,NA,NA,0,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,3
1975,30,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,,NA,NA,0,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1
1979,49,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,1,1,1,1,32,20,12,50,No,0,0,0,1,0,1,0,0,1,3
1983,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,1,3,4,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1986,81,1,0,2,1,1,1,0,1,1,1,1,1,1,0,1,1,,no,no,NA,1,1,1,22,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1990,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
1991,79,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,1,17,0,NA,4,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1998,34,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,no,yes,2,2,2,1,21,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1999,52,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2005,27,1,0,2,0,1,1,0,0,1,0,0,0,1,0,1,1,,yes,yes,1,4,3,2,19,0,NA,3,No,0,0,0,0,0,1,0,0,1,2
2009,28,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,2,18,0,NA,5,No,0,0,0,0,0,0,0,0,0,0
2019,51,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,,yes,no,0,3,2,5,18,4,1,12,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2025,35,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,yes,yes,0,1,1,1,18,1,1,9,No,0,0,0,0,0,0,0,0,0,0
2028,60,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,,yes,yes,0,5,3,4,16,6,1,40,No,0,0,0,0,0,0,0,0,0,0
2030,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2034,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2035,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,19,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
2037,46,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,4,3,2,21,12,3,10,No,0,0,0,0,0,0,0,1,1,2
2040,75,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,,no,no,NA,6,4,2,20,6,2,25,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2047,35,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1
2048,53,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,,yes,yes,1,4,3,1,15,3,3,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,0,1
2058,33,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,,yes,yes,2,6,3,3,20,5,3,30,No,0,0,0,0,0,0,0,1,0,1
2063,44,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,0,1,1,2,15,0,NA,15,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2069,36,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,3,2,32,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
2073,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,1,1,1,6,20,0,NA,6,No,0,0,0,0,0,0,0,0,0,0
2080,47,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,no,0,1,1,5,22,0,NA,20,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2087,37,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,NA,13,7,2,27,40,3,25,No,0,0,0,0,0,0,0,0,0,0
2095,34,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,no,yes,NA,1,1,2,28,32,1,3,No,0,0,0,0,0,0,0,0,0,0
2096,37,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,,yes,no,1,1,1,2,26,2,2,5,No,0,0,0,0,0,0,0,0,0,0
2104,41,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,NA,1,1,0,17,0,NA,28,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2105,54,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,,no,yes,NA,1,1,6,30,6,1,4,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2121,41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,1,4,2,3,21,1,1,6,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2125,44,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,yes,yes,NA,1,1,2,17,0,NA,40,No,0,0,0,0,0,0,0,0,0,0
2131,30,1,0,2,1,1,1,0,0,0,0,1,0,0,1,1,1,,no,no,NA,2,1,0,24,0,NA,1,No,0,0,0,0,0,1,0,1,1,3
2133,39,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,1,3,12,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2135,35,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,0,21,0,NA,10,No,0,0,0,0,0,0,0,0,0,0
2137,33,1,0,2,1,1,1,0,0,1,0,1,0,1,1,1,1,,yes,yes,0,2,2,2,16,20,1,10,No,0,0,0,0,0,0,0,0,0,0
2147,31,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,3
2155,44,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,,no,no,1,1,1,3,35,0,NA,1,No,1,0,0,1,0,1,0,0,1,4
2156,37,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,no,no,0,1,1,1,19,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
2157,32,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,no,no,NA,3,2,3,18,10,1,6,No,0,0,0,0,0,0,0,0,0,0
2173,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2175,35,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,2
2176,47,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,,no,yes,1,1,1,2,16,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
2185,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2187,20,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,1,6,6,4,14,10,3,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,1,2
2189,24,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,yes,yes,0,1,1,0,15,11,1,8,No,0,0,0,0,0,0,0,0,0,0
2192,51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,yes,no,NA,1,1,3,15,4,3,7,No,0,0,0,0,0,0,0,0,0,0
2193,54,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,,NA,NA,3,3,2,12,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,4
2197,52,0,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,,no,no,1,1,1,5,35,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
2204,38,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,0,1,1,1,18,1,1,NA,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
2209,27,1,3,2,1,1,1,1,0,1,1,1,1,0,1,1,1,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2211,43,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,,yes,yes,0,2,1,1,22,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
2214,71,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2217,27,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,0,7,6,3,16,30,5,25,No,0,0,0,1,1,1,0,0,0,3
2218,30,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2220,27,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,,yes,yes,2,4,3,1,17,20,3,12,No,0,0,0,1,0,0,0,0,0,1
2221,54,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,,yes,yes,0,1,1,5,16,24,1,5,No,1,0,0,0,0,1,0,1,1,4
2222,35,0,1,2,1,0,0,0,0,0,0,1,0,1,1,0,1,,yes,yes,1,11,6,3,20,7,2,NA,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,1,1,2
2225,37,1,0,3,1,0,1,0,0,1,0,1,1,1,1,1,1,,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2228,70,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,,yes,yes,0,3,3,5,17,29,3,200,No,1,0,0,0,0,1,0,1,0,3
2232,28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,yes,yes,NA,5,4,2,18,54,2,10,No,0,0,0,0,0,0,0,0,0,0
2233,38,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,yes,yes,NA,3,3,3,16,20,4,NA,"Yes, I've committed sexual infidelity",0,0,0,0,1,1,0,1,0,3
2236,26,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,,NA,NA,3,1,1,100,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2239,51,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,,no,no,1,1,1,2,25,0,NA,1,No,0,0,0,0,1,0,0,0,1,2
2244,50,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,,yes,yes,1,3,3,20,19,55,3,25,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
2247,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,3,13 & under,0,NA,3,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
2252,47,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,,yes,yes,0,3,2,4,21,2,1,7,No,1,0,0,0,0,0,0,0,1,2
2258,44,1,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,,yes,yes,NA,1,1,2,18,0,NA,3,"Yes, I've committed emotional infidelity",1,0,0,1,0,0,0,1,1,4
2260,20,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,,NA,NA,1,1,1,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1
2265,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2285,26,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,,NA,NA,1,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2290,37,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,,yes,no,NA,1,1,1,20,0,NA,19,No,0,0,0,0,0,0,0,1,1,2
2291,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2293,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,yes,yes,0,2,1,2,13 & under,1,1,120,No,0,0,0,0,0,0,0,0,0,0
2313,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,3,1,1,3,15,20,1,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2329,51,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,3
2340,40,1,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,,yes,no,0,1,1,0,18,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
2341,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1
2343,67,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2344,27,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,no,no,0,3,2,0,24,50,1,2,No,0,0,0,0,0,0,0,0,0,0
2350,49,0,0,3,1,1,1,0,1,0,0,1,1,1,1,1,1,,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,3
2352,46,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,,no,no,0,2,2,4,16,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
2363,62,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1
2381,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,2,17,0,NA,4,No,0,0,0,0,0,1,0,0,0,1
2384,52,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,,no,no,0,1,1,3,28,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
2394,32,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,no,yes,1,2,2,3,16,6,1,NA,No,0,0,0,0,0,0,0,0,1,1
2395,46,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,,yes,yes,1,3,3,1,18,150,2,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,1,2
2397,59,1,0,2,1,1,1,1,1,1,0,1,0,1,1,1,1,,no,no,0,3,4,3,16,0,NA,5,No,0,0,0,0,0,1,0,1,1,3
2399,58,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,,yes,no,1,2,1,2,17,0,NA,40,No,0,0,0,0,0,0,0,0,0,0
2400,30,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,no,no,2,3,2,1,24,1,1,1,No,0,0,0,0,1,0,0,0,0,1
2404,67,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,,NA,NA,NA,1,1,10,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2406,61,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,,yes,no,0,1,1,1,16,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2409,47,1,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,,yes,yes,3,8,5,8,13 & under,32,7,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,1,2
2410,29,1,2,3,1,0,0,0,0,0,0,1,0,0,1,0,1,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2411,30,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,no,no,NA,1,1,3,30,8,5,5,"Yes, I've committed emotional infidelity",1,0,0,0,0,0,0,0,0,1
2412,66,2,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,,yes,yes,3,6,4,2,18,30,10,350,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
2413,41,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,yes,yes,NA,1,1,1,16,0,NA,7,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2423,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2429,23,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2437,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,0,2,1,4,17,2,1,327,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,1,0,1
2438,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,no,no,1,1,1,3,19,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
2444,32,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,1,,NA,NA,3,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2449,69,1,0,2,1,1,1,0,0,1,0,0,0,1,1,1,0,,yes,yes,0,5,5,7,19,1,1,12,No,0,0,0,1,0,0,0,1,0,2
2462,36,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,,no,no,2,3,3,2,22,2,NA,NA,"Yes, I've committed emotional infidelity",0,0,1,0,0,0,0,0,1,2
2463,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2468,65,0,0,3,1,1,0,0,0,0,1,1,0,1,1,1,1,,no,yes,3,1,1,8,18,28,17,99,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2470,55,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,,yes,yes,2,2,2,3,18,30,NA,20,"Yes, I've committed sexual infidelity",1,0,0,1,0,0,1,0,0,3
2473,55,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,,yes,yes,0,1,1,4,17,0,NA,40,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,1,2
2476,59,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,,yes,no,1,1,1,0,13 & under,2,2,30,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2481,37,0,0,2,1,1,1,0,0,0,0,1,1,1,1,1,1,,NA,NA,0,1,1,3,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
